300000 1 50000
item1          31518 90103
item1502          1842 14667
item1503          33678 76209
item1504          17856 85717
item1505          4871 17611
item1506          21376 10710
item1507          1230 1423
item1508          13910 15442
item1509          8549 70995
item1510          17287 17897
item1511          42272 61210
item1512          1434 20664
item1513          13048 73316
item1514          22927 66425
item1515          26700 2282
item1516          7291 72416
item1517          21789 28884
item1518          26475 96043
item1519          30787 25525
item1520          11733 96307
item1521          32879 22780
item1522          47908 94136
item1523          10391 75139
item1524          20757 24032
item1525          23216 52285
item1526          28360 13172
item1527          31482 60755
item1528          10023 53215
item1529          33151 10515
item1530          16396 84894
item1531          41902 30752
item1532          37493 28897
item1533          19144 7473
item1534          22996 49692
item1535          2734 9702
item1536          3227 66082
item1537          8743 80687
item1538          20749 50059
item1539          43665 30948
item1540          24 71536
item1541          31281 42064
item1542          23299 45606
item1543          38444 80800
item1544          23378 10990
item1545          2341 98690
item1546          29452 6741
item1547          7991 36277
item1548          46747 98989
item1549          14600 80865
item1550          45956 88257
item1551          49292 69967
item1552          34324 73702
item1553          44979 59327
item1554          6580 1664
item1555          13002 18604
