150000 1 25000
item1          7672 6743
item1505          14896 27583
item1506          1555 18550
item1507          9910 4478
item1508          5781 34400
item1509          19018 24370
item1510          10057 22703
item1511          7748 12418
item1512          17851 34556
item1513          21049 32553
item1514          11811 29209
item1515          4102 21887
item1516          15161 32068
item1517          2742 45935
item1518          15504 14078
item1519          16811 40913
item1520          2890 46383
item1521          17534 41252
item1522          19190 6669
item1523          21136 38005
item1524          5735 41025
item1525          3975 19047
item1526          21798 19497
item1527          13281 16129
item1528          15702 10751
item1529          23510 31653
item1530          20956 38639
item1531          10431 40786
item1532          16213 47913
item1533          11254 23341
item1534          11657 10833
item1535          18566 23641
item1536          13042 33659
item1537          3673 36885
item1538          7425 1952
item1539          2097 45478
item1540          10525 28540
item1541          8659 4628
item1542          20241 10741
item1543          15884 47368
item1544          3826 12459
item1545          7772 18280
item1546          23152 12019
item1547          7173 49283
item1548          22832 5578
item1549          23511 31526
item1550          1823 47648
item1551          24607 23104
item1552          12019 31227
item1553          2720 26913
item1554          18535 9632
item1555          5268 28531
item1556          17295 5683
item1557          2807 46939
item1558          7745 26861
item1559          23278 28746
item1560          3591 46407
item1561          13248 42
item1562          10756 49259
item1563          14341 3637
item1564          10164 26704
item1565          6641 458
item1566          11151 49333
item1567          16561 44320
item1568          21096 16348
item1569          12148 26777
item1570          16355 34608
item1571          16326 11753
item1572          3746 849
