45000 1 10000
item1          4736 4397
item1526          3692 11653
item1527          7038 6384
item1528          1166 682
item1529          1253 8275
item1530          3587 13990
item1531          2025 10372
item1532          5962 5137
item1533          3205 11173
item1534          2110 14068
item1535          4140 13207
item1536          2890 14677
item1537          4637 6130
item1538          3403 10247
item1539          2679 11328
item1540          2927 1674
item1541          7033 14527
item1542          4789 10164
item1543          2664 9499
item1544          4111 12472
item1545          5320 1090
item1546          6845 3349
item1547          4210 13087
item1548          5252 9417
item1549          6516 7614
item1550          1594 8729
item1551          6158 12979
item1552          1520 13362
item1553          3745 10612
item1554          2449 11375
item1555          6055 4477
item1556          3732 6625
item1557          4321 12461
item1558          7151 6583
item1559          6836 8343
item1560          6103 5688
item1561          7465 4902
item1562          6195 1585
item1563          1851 2186
item1564          5899 6469
item1565          4909 1023
item1566          1901 2164
item1567          3601 14874
item1568          6670 3361
item1569          7277 10386
item1570          5814 9329
item1571          3278 9920
item1572          6172 4513
item1573          6334 10145
item1574          7230 7079
item1575          329 3923
item1576          4163 10155
item1577          1827 9489
item1578          4437 1701
item1579          3753 6616
item1580          7360 6790
item1581          3072 6594
item1582          3166 3510
item1583          1589 4584
item1584          3890 1422
item1585          6830 1922
item1586          1002 2412
item1587          956 4310
item1588          2171 8638
item1589          7362 5228
item1590          5376 4695
item1591          1662 11795
item1592          2449 7742
item1593          2203 12938
item1594          5115 8278
item1595          2307 11989
item1596          4795 13734
item1597          6192 11845
item1598          7220 3083
item1599          2057 6311
item1600          1310 7717
item1601          691 13553
item1602          6265 4940
item1603          179 9949
item1604          6434 13639
item1605          6124 4033
item1606          6124 2622
item1607          2775 13227
item1608          4118 5966
item1609          6414 8338
item1610          7485 12410
item1611          3131 729
item1612          4652 3417
item1613          783 8120
item1614          5218 14538
item1615          255 2896
item1616          6714 4271
item1617          4245 8372
item1618          1065 2392
item1619          2554 14065
item1620          419 3007
item1621          3168 13988
item1622          1763 1544
item1623          7472 1052
item1624          4907 1224
item1625          1250 11923
item1626          1209 4178
item1627          6161 11800
item1628          3055 6951
item1629          4944 5655
item1630          1073 9109
item1631          6224 2294
item1632          6216 1652
item1633          795 12549
item1634          3769 12560
item1635          7475 3480
item1636          3977 9637
item1637          197 4974
item1638          2068 7115
